,date,rank,song,artist,last-week,peak-rank,max-weeks-on-board
11616,1971-07-03,86,I Need Someone (To Love Me),Z.Z. Hill,87.0,86,3.0
11617,1976-08-21,97,I Need To Be In Love,Carpenters,51.0,25,11.0
11618,2000-06-10,48,I Need To Know,Marc Anthony,48.0,3,40.0
11619,1978-08-19,93,I Need To Know,Tom Petty And The Heartbreakers,52.0,41,10.0
11620,1972-07-22,27,I Need You,America,20.0,9,10.0
11621,1965-05-15,75,I Need You,Chuck Jackson,77.0,75,4.0
11622,1979-04-28,97,I Need You,Euclid Beach Band,81.0,81,5.0
11623,2000-11-11,41,I Need You,LeAnn Rimes,30.0,11,25.0
11624,1986-02-08,95,I Need You,Maurice White,,95,1.0
11625,1982-11-27,100,I Need You,Paul Carrack,91.0,37,13.0
11626,1963-02-09,83,I Need You,Rick Nelson,,83,4.0
11627,1971-02-20,83,I Need You,The Friends Of Distinction,79.0,79,5.0
11628,1965-09-25,64,I Need You,The Impressions,65.0,64,7.0
11629,1984-01-14,99,I Need You,The Pointer Sisters,91.0,48,15.0
11630,2007-09-15,91,I Need You,Tim McGraw With Faith Hill,81.0,50,16.0
11631,1960-03-28,98,I Need You Now,100 Strings and Jono (Choir of 40 Voices),,98,1.0
11632,1969-06-07,93,I Need You Now,Ronnie Dove,94.0,93,2.0
11633,2003-12-13,99,I Need You Now,Smokie Norful,100.0,96,3.0
11634,1965-10-23,98,I Need You So,Chuck Jackson & Maxine Brown,,98,1.0
11635,1985-01-05,100,I Need You Tonight,Peter Wolf,97.0,36,13.0
11636,1979-05-12,99,I Need Your Help Barry Manilow,Ray Stevens,82.0,49,8.0
11637,1994-08-13,99,I Need Your Love,Boston,86.0,51,10.0
11638,2013-10-19,49,I Need Your Love,Calvin Harris Featuring Ellie Goulding,40.0,16,25.0
11639,2015-07-11,92,I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi",78.0,66,8.0
11640,1959-06-22,76,I Need Your Love Tonight,Elvis Presley With The Jordanaires,59.0,4,13.0
11641,1959-05-18,73,I Need Your Lovin',Roy Hamilton,67.0,62,5.0
11642,1981-02-21,95,I Need Your Lovin',Teena Marie,69.0,37,14.0
11643,1962-08-25,45,I Need Your Loving,Don Gardner And Dee Dee Ford,28.0,20,13.0
11644,1987-02-14,99,I Need Your Loving,The Human League,61.0,44,11.0
11645,1977-02-12,51,I Never Cry,Alice Cooper,51.0,12,27.0
11646,1959-04-27,78,I Never Felt Like This,Jack Scott,89.0,78,4.0
11647,1961-08-21,62,I Never Knew,Clyde McPhatter,56.0,56,5.0
11648,1994-02-26,96,I Never Knew Love,Doug Stone,95.0,81,9.0
11649,1967-05-13,32,I Never Loved A Man (The Way I Love You),Aretha Franklin,16.0,9,11.0
11650,1973-02-10,69,I Never Said Goodbye,Engelbert Humperdinck,61.0,61,7.0
11651,1979-04-28,84,I Never Said I Love You,Orsa Lia,86.0,84,5.0
11652,1995-03-11,96,I Never Seen A Man Cry (aka I Seen A Man Die),Scarface,78.0,37,17.0
11653,2010-08-21,67,I Never Told You,Colbie Caillat,63.0,48,20.0
11654,1975-12-20,49,I Only Have Eyes For You,Art Garfunkel,28.0,18,18.0
11655,1972-06-10,85,I Only Have Eyes For You,Jerry Butler,87.0,85,4.0
11656,1959-08-24,65,I Only Have Eyes For You,The Flamingos,39.0,11,13.0
11657,1966-07-23,72,I Only Have Eyes For You,The Lettermen,79.0,72,6.0
11658,1989-06-10,88,I Only Wanna Be With You,Samantha Fox,68.0,31,13.0
11659,1976-12-18,100,I Only Want To Be With You,Bay City Rollers,65.0,12,16.0
11660,1964-03-28,30,I Only Want To Be With You,Dusty Springfield,21.0,12,10.0
11661,1982-10-02,94,I Only Want To Be With You,Nicolette Larson,81.0,53,9.0
11662,1980-06-07,92,I Only Want To Be With You,The Tourists,83.0,83,4.0
11663,1971-03-27,85,I Pity The Fool,Ann Peebles,85.0,85,4.0
11664,1961-04-03,91,I Pity The Fool,Bobby Bland,47.0,46,7.0
11665,1971-05-15,45,I Play And Sing,Dawn,34.0,25,8.0
11666,1980-05-24,97,I Pledge My Love,Peaches & Herb,66.0,19,19.0
11667,1982-06-26,95,I Predict,Sparks,87.0,60,7.0
11668,1984-06-16,97,I Pretend,Kim Carnes,74.0,74,5.0
11669,1968-06-01,69,I Promise To Wait My Love,Martha Reeves & The Vandellas,62.0,62,7.0
11670,1966-08-13,80,I Put A Spell On You,Alan Price Set,88.0,80,3.0
11671,2015-02-28,97,I Put A Spell On You,Annie Lennox,,97,1.0
11672,1969-01-04,64,I Put A Spell On You,Creedence Clearwater Revival,58.0,58,9.0
11673,1982-12-04,99,I Ran (So Far Away),A Flock Of Seagulls,96.0,9,22.0
11674,1982-09-11,98,I Really Don't Need No Light,Jeffrey Osborne,93.0,39,15.0
11675,1963-03-09,71,I Really Don't Want To Know,Little Esther Phillips,61.0,61,5.0
11676,1966-10-29,53,I Really Don't Want To Know,Ronnie Dove,29.0,22,9.0
11677,1962-09-22,93,I Really Don't Want To Know,Solomon Burke,93.0,93,3.0
11678,1960-08-15,60,I Really Don't Want To Know,Tommy Edwards,47.0,18,13.0
11679,1971-02-20,31,I Really Don't Want To Know/There Goes My Everything,Elvis Presley,28.0,21,9.0
11680,2015-08-01,93,I Really Like You,Carly Rae Jepsen,92.0,39,20.0
11681,1965-12-18,78,I Really Love You,Dee Dee Sharp,79.0,78,7.0
11682,1961-11-20,66,I Really Love You,The Stereos,51.0,29,9.0
11683,1972-12-16,90,I Received A Letter,Delbert & Glen,90.0,90,3.0
11684,1996-02-10,97,I Remember,Boyz II Men,86.0,46,11.0
11685,2008-05-10,55,I Remember,Keyshia Cole,50.0,24,20.0
11686,1961-01-30,89,I Remember,Maurice Williams & The Zodiacs,86.0,86,3.0
11687,2020-04-18,77,I Remember,Rod Wave,,77,1.0
11688,2023-12-31,31,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,28,1,18.0
11689,1989-03-11,91,I Remember Holding You,Boys Club,83.0,8,21.0
11690,1962-11-17,58,I Remember You,Frank Ifield,34.0,5,11.0
11691,1990-03-31,90,I Remember You,Skid Row,74.0,6,20.0
11692,1964-06-20,42,"I Rise, I Fall",Johnny Tillotson,36.0,36,8.0
11693,2009-08-22,49,I Run To You,Lady Antebellum,40.0,27,21.0
11694,1974-10-05,100,I Saw A Man And He Danced With His Wife,Cher,62.0,42,9.0
11695,2008-07-19,85,I Saw God Today,George Strait,86.0,33,20.0
11696,1966-08-27,33,I Saw Her Again,The Mamas & The Papas,24.0,5,9.0
11697,1964-04-18,45,I Saw Her Standing There,The Beatles,38.0,14,11.0
11698,1988-05-28,78,I Saw Him Standing There,Tiffany,56.0,7,14.0
11699,1994-09-24,100,I Saw It Cummin',PMD,96.0,89,3.0
11700,1963-02-23,45,I Saw Linda Yesterday,Dickey Lee,25.0,14,12.0
11701,1991-04-06,96,I Saw Red,Warrant,67.0,10,19.0
11702,1972-07-08,53,I Saw The Light,Todd Rundgren,37.0,16,14.0
11703,1995-08-12,86,I Saw You Dancing,Yaki-Da,73.0,54,11.0
11704,1968-10-26,26,I Say A Little Prayer,Aretha Franklin,21.0,10,11.0
11705,1997-11-29,58,I Say A Little Prayer,Diana King,55.0,38,20.0
11706,1968-01-13,42,I Say A Little Prayer,Dionne Warwick,20.0,4,13.0
11707,1971-11-20,85,I Say A Little Prayer/By The Time I Get To Phoenix,Glen Campbell/Anne Murray,81.0,81,5.0
11708,1968-03-09,72,I Say Love,The Royal Guardsmen,72.0,72,4.0
11709,1968-02-10,34,I Second That Emotion,Smokey Robinson & The Miracles,17.0,4,15.0
11710,1994-12-31,98,I See It Now,Tracy Lawrence,90.0,84,9.0
11711,1966-03-12,37,I See The Light,The Five Americans,26.0,26,11.0
11712,1964-10-17,82,I See You,Cathy & Joe,85.0,82,2.0
11713,2015-04-18,100,I See You,Luke Bryan,97.0,41,19.0
11714,1993-06-12,100,I See Your Smile,Gloria Estefan,76.0,48,17.0
11715,1984-09-01,92,I Send A Message,INXS,82.0,77,7.0
11716,1969-05-24,67,I Shall Be Released,The Box Tops,67.0,67,5.0
11717,1974-02-23,55,I Shall Sing,Garfunkel,45.0,38,9.0
11718,1960-08-22,65,I Shot Mr. Lee,The Bobbettes,52.0,52,8.0
11719,1974-10-12,44,I Shot The Sheriff,Eric Clapton,23.0,1,14.0
11720,1997-07-26,100,I Shot The Sheriff,Warren G,86.0,20,19.0
11721,1993-07-10,91,I Should Be Laughing,Patty Smyth,86.0,86,4.0
11722,2002-07-27,89,I Should Be Sleeping,Emerson Drive,83.0,35,20.0
11723,1988-08-06,89,I Should Be So Lucky,Kylie Minogue,55.0,28,14.0
11724,2003-03-29,98,I Should Be...,Dru Hill,82.0,25,17.0
11725,1964-05-02,67,I Should Care,Gloria Lynne,64.0,64,5.0
11726,1998-11-28,97,I Should Cheat On You,J'Son,98.0,72,13.0
11727,2006-02-11,99,I Should Have Cheated,Keyshia Cole,78.0,30,19.0
11728,1964-08-15,53,I Should Have Known Better,The Beatles,59.0,53,4.0
11729,2021-01-30,38,I Should Probably Go To Bed,Dan + Shay,30.0,28,24.0
11730,1980-03-15,100,I Shoulda Loved Ya,Narada Michael Walden,88.0,66,6.0
11731,2011-08-13,98,I Smile,Kirk Franklin,94.0,85,18.0
11732,2005-02-05,89,"I Smoke, I Drank",Body Head Bangerz Featuring YoungBloodz,91.0,81,15.0
11733,1962-06-30,59,I Sold My Heart To The Junkman,The Blue-Belles,38.0,15,11.0
11734,1966-03-26,98,I Spy (For The FBI),Jamo Thomas & His Party Brothers Orchestra,100.0,98,2.0
11735,1970-10-24,46,I Stand Accused,Isaac Hayes,44.0,42,9.0
11736,1964-09-19,66,I Stand Accused,Jerry Butler,61.0,61,6.0
11737,1967-07-15,74,I Stand Accused (Of Loving You),The Glories,74.0,74,5.0
11738,1969-03-01,33,I Started A Joke,Bee Gees,16.0,6,11.0
11739,1970-01-17,86,I Started Loving You Again,Al Martino,90.0,86,5.0
11740,1988-09-24,97,I Still Believe,Brenda K. Starr,91.0,13,26.0
11741,1999-06-19,79,I Still Believe,Mariah Carey,68.0,4,20.0
11742,1969-11-22,81,I Still Believe In Tomorrow,John & Anne Ryder,70.0,70,5.0
11743,1984-03-17,96,I Still Can't Get Over Loving You,Ray Parker Jr.,79.0,12,19.0
11744,1959-05-25,99,I Still Get A Thrill (Thinking Of You),Joni James,58.0,51,7.0
11745,1959-08-17,72,I Still Get Jealous,Joni James,71.0,63,6.0
11746,1964-08-01,53,I Still Get Jealous,Louis Armstrong And The All Stars,45.0,45,7.0
11747,1980-01-05,87,I Still Have Dreams,Richie Furay,39.0,39,11.0
11748,2008-06-14,85,I Still Haven't Found What I'm Looking For,David Cook,22.0,22,2.0
11749,1987-10-03,88,I Still Haven't Found What I'm Looking For,U2,63.0,1,17.0
11750,1998-11-28,94,I Still Love You,Lil Suzy,,94,1.0
11751,1998-12-19,64,I Still Love You,Next,54.0,14,20.0
11752,1965-11-13,84,I Still Love You,The Vejtables,85.0,84,4.0
11753,2008-11-01,99,I Still Miss You,Keith Anderson,92.0,48,19.0
11754,1986-06-21,98,I Still Want You,The Del Fuegos,87.0,87,4.0
11755,1966-09-24,98,I Struck It Rich,Len Barry,100.0,98,2.0
11756,1981-11-28,95,I Surrender,Arlan Day,77.0,71,7.0
11757,1966-04-30,78,I Surrender,Fontella Bass,78.0,78,6.0
11758,1962-03-03,87,"I Surrender, Dear",Aretha Franklin,93.0,87,5.0
11759,1994-11-12,50,I Swear,All-4-One,47.0,1,30.0
11760,1994-06-25,85,I Swear,John Michael Montgomery,84.0,42,20.0
11761,1969-08-30,75,I Take A Lot Of Pride In What I Am,Dean Martin,76.0,75,4.0
11762,1967-08-26,42,I Take It Back,Sandy Posey,37.0,12,12.0
11763,1967-08-19,41,I Take What I Want,James & Bobby Purify,43.0,41,6.0
11764,1959-01-26,77,I Talk To The Trees,Edmundo Ros and His Orchestra,87.0,77,4.0
11765,1972-06-24,94,I Thank You,Donny Hathaway And June Conquest,94.0,94,5.0
11766,1968-04-20,41,I Thank You,Sam & Dave,27.0,9,13.0
11767,1980-03-29,100,I Thank You,ZZ Top,62.0,34,11.0
11768,2019-06-01,51,I Think,"Tyler, The Creator",,51,1.0
11769,2000-08-26,100,I Think God Can Explain,Splender,95.0,62,12.0
11770,2019-09-07,51,I Think He Knows,Taylor Swift,,51,1.0
11771,1989-12-30,100,I Think I Can Beat Mike Tyson,D.J. Jazzy Jeff & The Fresh Prince,100.0,58,9.0
11772,1971-02-13,25,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,22.0,1,19.0
11773,1970-06-06,97,I Think I Love You Again,Brenda Lee,98.0,97,2.0
11774,1959-05-18,96,I Think I'm Gonna Kill Myself,Buddy Knox,56.0,55,6.0
11775,2000-10-14,96,I Think I'm In Love With You,Jessica Simpson,89.0,21,16.0
11776,1986-05-31,100,I Think It's Love,Jermaine Jackson,88.0,16,15.0
11777,1971-05-08,57,I Think Of You,Perry Como,57.0,53,8.0
11778,2006-03-18,49,I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",50.0,15,26.0
11779,1977-05-21,75,I Think We're Alone Now,The Rubinoos,45.0,45,12.0
11780,1988-02-06,100,I Think We're Alone Now,Tiffany,96.0,1,24.0
11781,1967-06-03,46,I Think We're Alone Now,Tommy James And The Shondells,23.0,4,17.0
11782,1983-10-29,94,I Think You'll Remember Tonight,Axe,98.0,94,2.0
11783,2018-06-16,28,I Thought About Killing You,Kanye West,,28,1.0
11784,1976-05-01,70,I Thought It Took A Little Time (But Today I Fell In Love),Diana Ross,74.0,47,7.0
11785,1969-06-14,86,I Threw It All Away,Bob Dylan,85.0,85,5.0
11786,1959-05-18,93,I Told Myself A Lie,Clyde McPhatter,70.0,70,5.0
11787,1962-01-27,81,I Told The Brook,Marty Robbins,83.0,81,4.0
11788,2002-05-18,94,I Told Y'all,Petey Pablo,94.0,94,3.0
11789,2009-06-27,100,I Told You So,Carrie Underwood Featuring Randy Travis,87.0,9,18.0
11790,1961-04-10,93,I Told You So,Jimmy Jones,85.0,85,3.0
11791,2007-09-08,92,I Told You So,Keith Urban,73.0,48,16.0
11792,2016-10-15,46,I Took A Pill In Ibiza,Mike Posner,45.0,4,37.0
11793,1991-07-06,94,I Touch Myself,Divinyls,70.0,4,18.0
11794,2007-08-11,81,I Tried,Bone Thugs-N-Harmony Featuring Akon,59.0,6,18.0
11795,2000-08-19,46,I Try,Macy Gray,40.0,5,27.0
11796,2000-09-09,50,I Turn To You,Christina Aguilera,43.0,3,22.0
11797,1969-08-02,30,I Turned You On,The Isley Brothers,30.0,23,10.0
11798,1965-05-08,53,I Understand (Just How You Feel),Freddie And The Dreamers,36.0,36,9.0
11799,1962-01-06,72,I Understand (Just How You Feel),The G-Clefs,38.0,9,16.0
11800,1959-06-29,65,I Waited Too Long,LaVern Baker,42.0,33,11.0
11801,1961-10-09,66,I Wake Up Crying,Chuck Jackson,65.0,59,8.0
11802,1968-12-14,65,I Walk Alone,Marty Robbins,66.0,65,8.0
11803,2014-12-13,84,I Walk The Line,Craig Wayne Boyd,,84,1.0
11804,1960-10-03,77,I Walk The Line,Jaye P. Morgan,72.0,66,6.0
11805,2009-10-10,92,I Wanna,The All-American Rejects,95.0,92,2.0
11806,1995-12-02,56,I Wanna B With U,Fun Factory,52.0,45,20.0
11807,1965-03-06,68,I Wanna Be (Your Everything),The Manhattans,72.0,68,8.0
11808,1986-08-09,93,I Wanna Be A Cowboy,Boys Don't Cry,74.0,12,19.0
11809,1963-04-27,48,I Wanna Be Around,Tony Bennett,30.0,14,16.0
11810,2001-10-20,93,I Wanna Be Bad,Willa Ford,83.0,22,20.0
11811,1995-04-08,50,I Wanna Be Down,Brandy,48.0,6,28.0
11812,1971-05-01,94,I Wanna Be Free,Loretta Lynn,94.0,94,2.0
11813,1964-06-27,91,I Wanna Be Loved,Dean And Jean,91.0,91,5.0
11814,1989-02-18,84,I Wanna Be Loved,House Of Lords,66.0,58,7.0
11815,1960-02-08,86,I Wanna Be Loved,Ricky Nelson,66.0,20,11.0
11816,1990-07-14,100,I Wanna Be Rich,Calloway,80.0,2,23.0
11817,1989-07-01,94,I Wanna Be The One,Stevie B,84.0,32,20.0
11818,1997-09-20,58,I Wanna Be There,Blessid Union Of Souls,57.0,39,20.0
11819,1972-08-05,37,I Wanna Be Where You Are,Michael Jackson,24.0,16,11.0
11820,2000-10-07,99,I Wanna Be With You,Mandy Moore,94.0,24,17.0
11821,1964-10-31,67,I Wanna Be With You,Nancy Wilson,67.0,57,5.0
11822,1973-02-03,31,I Wanna Be With You,Raspberries,16.0,16,11.0
11823,1992-03-14,70,I Wanna Be Your Girl,Icy Blu,67.0,46,20.0
11824,1980-03-08,95,I Wanna Be Your Lover,Prince,87.0,11,16.0
11825,1975-06-28,45,"I Wanna Dance Wit' Choo (Doo Dat Dance), Part I",Disco Tex & The Sex-O-Lettes,45.0,23,11.0
11826,2012-03-03,25,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,35.0,1,20.0
11827,2004-04-24,95,I Wanna Do It All,Terri Clark,93.0,38,20.0
11828,1977-05-21,51,I Wanna Do It To You,Jerry Butler,51.0,51,11.0
11829,1990-09-29,85,I Wanna Get Back With You,Louie Louie,69.0,69,7.0
11830,1998-06-27,98,I Wanna Get Next To You,Christion,93.0,86,4.0
11831,1977-06-18,98,I Wanna Get Next To You,Rose Royce,65.0,10,17.0
11832,1991-02-16,87,I Wanna Get With U,Guy,72.0,50,15.0
11833,2011-11-05,43,I Wanna Go,Britney Spears,37.0,7,20.0
11834,1985-01-05,98,I Wanna Go Back,Billy Satellite,84.0,78,5.0
11835,1987-05-09,100,I Wanna Go Back,Eddie Money,92.0,14,21.0
11836,1989-04-15,96,I Wanna Have Some Fun,Samantha Fox,82.0,8,23.0
11837,1985-03-30,90,I Wanna Hear It From Your Lips,Eric Carmen,82.0,35,11.0
11838,2000-10-28,45,I Wanna Know,Joe,32.0,4,44.0
11839,1970-09-12,81,I Wanna Know If It's Good To You?,Funkadelic,87.0,81,4.0
11840,2009-07-25,74,I Wanna Know You,Hannah Montana Featuring David Archuleta,,74,1.0
11841,1974-01-19,80,I Wanna Know Your Name,The Intruders,72.0,60,13.0
11842,1975-04-12,95,I Wanna Learn A Love Song,Harry Chapin,56.0,44,9.0
11843,1968-06-22,52,I Wanna Live,Glen Campbell,44.0,36,12.0
11844,1964-09-05,42,I Wanna Love Him So Bad,The Jelly Beans,28.0,9,12.0
11845,1995-09-09,95,I Wanna Love Like That,Tony Thompson,91.0,59,16.0
11846,2007-04-28,46,I Wanna Love You,Akon Featuring Snoop Dogg,41.0,1,29.0
11847,1992-11-28,49,"I Wanna Love You (From ""Class Act"")",Jade,42.0,16,21.0
11848,2000-02-26,54,I Wanna Love You Forever,Jessica Simpson,42.0,3,20.0
11849,1992-10-31,90,"I Wanna Make Love To You (From ""Innocent Blood"")",Rhythm Syndicate,87.0,73,8.0
11850,2010-02-27,87,I Wanna Make You Close Your Eyes,Dierks Bentley,81.0,52,20.0
11851,1966-12-17,85,I Wanna Meet You,The Cryan' Shames,85.0,85,4.0
11852,1992-06-20,94,I Wanna Rock,Luke,99.0,73,14.0
11853,2010-04-10,89,I Wanna Rock,Snoop Dogg,,41,15.0
11854,1984-12-01,93,I Wanna Rock,Twisted Sister,87.0,68,7.0
11855,1991-09-07,99,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd,85.0,2,23.0
11856,1976-07-10,72,I Wanna Stay With You,Gallagher And Lyle,49.0,49,14.0
11857,2002-02-23,74,I Wanna Talk About Me,Toby Keith,66.0,28,20.0
11858,1961-12-11,40,I Wanna Thank You,Bobby Rydell,31.0,21,9.0
11859,1964-09-19,91,I Wanna Thank You,The Enchanters,93.0,91,3.0
11860,1984-05-19,88,I Want A New Drug,Huey Lewis & The News,77.0,6,19.0
11861,1987-08-15,95,I Want Action,Poison,89.0,50,10.0
11862,1982-07-10,76,I Want Candy,Bow Wow Wow,62.0,62,7.0
11863,1965-08-28,36,I Want Candy,The Strangeloves,21.0,11,10.0
11864,2013-09-07,41,I Want Crazy,Hunter Hayes,30.0,19,20.0
11865,1988-05-28,87,I Want Her,Keith Sweat,85.0,5,20.0
11866,2020-07-25,47,I Want It,Juice WRLD,,47,1.0
11867,1989-07-15,94,I Want It All,Queen,83.0,50,10.0
11868,1999-12-25,93,I Want It All,Warren G Featuring Mack 10,72.0,23,15.0
11869,1999-11-20,39,I Want It That Way,Backstreet Boys,40.0,6,31.0
11870,1965-02-13,92,I Want My Baby Back,Jimmy Cross,93.0,92,3.0
11871,1985-09-07,91,I Want My Girl,Jesse Johnson's Revue,89.0,76,8.0
11872,1966-04-09,77,I Want Someone,The Mad Lads,77.0,74,6.0
11873,1965-11-20,47,I Want To (Do Everything For You),Joe Tex,24.0,23,13.0
11874,1970-05-23,96,I Want To (Do Everything For You),Raeletts,97.0,96,2.0
11875,1975-05-24,65,I Want To Be Free,Ohio Players,44.0,44,7.0
11876,1958-12-22,89,I Want To Be Happy Cha Cha,Enoch Light & The Light Brigade,60.0,48,7.0
11877,1958-12-15,70,I Want To Be Happy Cha Cha,The Tommy Dorsey Orchestra Starring Warren Covington,81.0,70,3.0
11878,1962-09-08,84,I Want To Be Loved,Dinah Washington,89.0,76,4.0
11879,1960-12-19,52,I Want To Be Wanted,Brenda Lee,32.0,1,15.0
11880,1966-11-12,66,I Want To Be With You,Dee Dee Warwick,63.0,41,12.0
11881,1988-04-02,99,I Want To Be Your Man,Roger,80.0,3,21.0
11882,1988-04-09,95,I Want To Be Your Property,Blue Mercedes,71.0,66,6.0
11883,1984-06-16,95,I Want To Break Free,Queen,66.0,45,8.0
11884,1996-06-29,64,I Want To Come Over,Melissa Etheridge,67.0,22,20.0
11885,1975-12-27,84,I Want To Dance With You (Dance With Me),The Ritchie Family,88.0,84,4.0
11886,1966-04-16,55,I Want To Go With You,Eddy Arnold,38.0,36,11.0
11887,1964-08-08,55,I Want To Hold Your Hand,Boston Pops Orchestra Arthur Fiedler,55.0,55,6.0
11888,2010-10-23,36,I Want To Hold Your Hand,Glee Cast,,36,1.0
11889,1964-04-25,24,I Want To Hold Your Hand,The Beatles,19.0,1,15.0
11890,1985-04-27,89,I Want To Know What Love Is,Foreigner,75.0,1,21.0
11891,2009-11-07,97,I Want To Know What Love Is,Mariah Carey,91.0,60,6.0
11892,2012-12-22,84,I Want To Know What Love Is,Terry McDermott,,84,1.0
11893,1978-05-27,80,I Want To Live,John Denver,55.0,55,5.0
11894,2004-10-02,98,I Want To Live,Josh Gracin,98.0,45,14.0
11895,1969-05-24,81,I Want To Love You Baby,Peggy Scott & Jo Jo Benson,82.0,81,4.0
11896,1967-09-02,54,I Want To Love You For What You Are,Ronnie Dove,55.0,54,5.0
11897,1986-11-29,99,I Want To Make The World Turn Around,The Steve Miller Band,97.0,97,3.0
11898,1965-12-11,72,I Want To Meet Him,The Royalettes,76.0,72,6.0
11899,1971-12-04,95,I Want To Pay You Back (For Loving Me),The Chi-lites,95.0,95,3.0
11900,1963-09-28,51,I Want To Stay Here,Steve & Eydie,30.0,28,11.0
11901,1970-09-19,44,I Want To Take You Higher,Ike & Tina Turner & The Ikettes,37.0,34,18.0
11902,1970-07-18,49,I Want To Take You Higher,Sly & The Family Stone,45.0,38,16.0
11903,1967-03-18,98,I Want To Talk About You,Ray Charles,,98,1.0
11904,1959-11-02,68,I Want To Walk You Home,Fats Domino,57.0,8,13.0
11905,1986-06-07,92,I Want You,Animotion,84.0,84,4.0
11906,1966-08-13,52,I Want You,Bob Dylan,20.0,20,7.0
11907,2004-06-05,93,I Want You,Janet Jackson,90.0,57,10.0
11908,1992-03-07,91,I Want You,Jody Watley,84.0,61,15.0
11909,1994-06-18,99,I Want You,Juliet Roberts,91.0,44,14.0
11910,1976-07-17,76,I Want You,Marvin Gaye,55.0,15,13.0
11911,1997-10-11,48,I Want You,Savage Garden,50.0,4,33.0
11912,1990-03-10,94,I Want You,Shana,85.0,40,23.0
11913,2003-10-18,96,I Want You,Thalia Featuring Fat Joe,90.0,22,19.0
11914,1998-08-15,49,I Want You Back,'N Sync,43.0,13,24.0
11915,1970-03-21,33,I Want You Back,Jackson 5,24.0,1,19.0
11916,1965-07-10,95,I Want You Back Again,The Zombies,96.0,95,3.0
11917,1988-04-16,98,I Want You So Bad,Heart,70.0,49,9.0
11918,1978-06-17,96,I Want You To Be Mine,Kayak,55.0,55,6.0
11919,1967-05-27,97,I Want You To Be My Baby,Ellie Greenwich,,83,3.0
11920,1965-01-16,98,I Want You To Be My Boy,The Exciters,,98,1.0
11921,1969-10-04,68,I Want You To Know,The New Colony Six,65.0,65,6.0
11922,2015-06-27,95,I Want You To Know,Zedd Featuring Selena Gomez,93.0,17,16.0
11923,1964-09-12,43,I Want You To Meet My Baby,Eydie Gorme,43.0,43,8.0
11924,1979-09-01,96,I Want You To Want Me,Cheap Trick,61.0,7,19.0
11925,1980-01-26,97,I Want You Tonight,Pablo Cruise,58.0,19,16.0
11926,1982-01-02,98,"I Want You, I Need You",Chris Christian,98.0,37,14.0
11927,1979-06-16,99,I Want Your Love,Chic,86.0,7,19.0
11928,1987-10-17,99,"I Want Your Sex (From ""Beverly Hills Cop II"")",George Michael,82.0,2,20.0
11929,1975-12-27,44,I Want'a Do Something Freaky To You,Leon Haywood,15.0,15,17.0
11930,1985-05-18,94,I Was Born To Love You,Freddie Mercury,76.0,76,4.0
